timestamp,ARB,GAS,ATOM,GRT,YFI,CFX,BAT,MEW,ZRX,TON,STRK,GMX,METIS,STX,ICP,ETH,XTZ,CHZ,CRO,SHIB,BNB,ADA,LUNC,KSM,IMX,BLUR,ZETA,MINA,FIL,BTC,ORDI,RVN,LRC,MANA,NEAR,AXS,FLOW,OP,CORE,PYTH,DOT,MASK,BSV,1INCH,AVAX,FLOKI,WOO,SOL,AAVE,STORJ,ETHW,UNI,UMA,ID,ZIL,THETA,ZK,XRP,ATH,POL,EOS,LINK,APT,BICO,ENS,MKR,ETC,BCH,EGLD,RON,CELO
2025-03-01 12:20:38.977600,0,1,-1,1,0,0,-1,-1,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,1,-1,0,1,0,1,0,0,1,0,0,1,-1,0,0,0,0,0,-1,0,1,1,0,1,0,0,-1,-1,-1,0,0
2025-03-01 12:24:33.472600,0,1,-1,1,0,0,-1,-1,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,1,-1,0,1,0,1,0,0,1,0,0,1,-1,0,0,0,0,0,-1,0,1,1,0,1,0,0,-1,-1,-1,0,0
2025-03-01 12:26:34.812200,0,1,-1,1,0,0,-1,-1,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,1,-1,0,1,0,1,0,0,1,0,0,1,-1,0,0,0,0,0,-1,0,1,1,0,1,0,0,-1,-1,-1,0,0
2025-03-01 13:50:38.730200,0,1,-1,1,0,0,0,-1,0,1,0,1,1,0,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 18:20:35.718400,0,1,-1,1,0,0,0,-1,0,1,0,1,1,0,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 18:52:41.515300,0,1,-1,1,0,0,0,-1,0,1,0,0,1,0,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 19:40:41.597300,0,0,-1,1,0,0,0,-1,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 20:04:42.400100,0,0,-1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 20:24:43.279500,0,0,-1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-01 22:12:41.050800,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,1,-1,-1,0,0,-1,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 01:46:41.199800,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,-1,1,-1,-1,0,0,-1,0,-1,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 03:58:34.873500,0,0,0,1,0,0,-1,0,0,1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,0,0,1,-1,-1,0,0,-1,0,-1,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 08:42:42.326400,0,0,0,1,0,0,-1,0,0,1,0,0,1,1,-1,1,0,-1,1,1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,-1,0,-1,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 08:44:37.462500,0,0,0,1,0,0,-1,0,0,1,0,0,1,1,-1,1,0,-1,1,1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,-1,0,-1,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 09:48:38.032400,0,0,0,1,0,0,-1,0,1,1,0,0,1,1,-1,1,0,-1,1,1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,0,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 13:48:39.080800,0,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,-1,1,1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,0,0
2025-03-02 15:18:34.375800,0,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,1,0,-1,1,1,-1,0,-1,1,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 15:38:40.419800,0,0,0,1,0,0,0,0,1,1,0,0,0,1,-1,1,0,-1,1,1,-1,0,-1,1,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0
2025-03-02 16:16:42.029300,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0
2025-03-02 16:18:36.466200,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0
2025-03-02 16:30:00.000000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 16:30:40.624600,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0
2025-03-02 16:32:41.481100,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 16:34:36.025000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 16:38:43.977300,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,1,1,0,-1,-1,1,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,-1,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 16:42:44.476000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,0,1,0,-1,-1,1,-1,1,1,1,-1,1,0,0,0,0,-1,0,0,0,0,1,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 17:00:42.471900,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-1,1,0,-1,0,1,1,-1,-1,1,-1,1,1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 17:58:44.511700,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,-1,1,0,0,0,1,1,-1,-1,1,-1,1,1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 18:42:43.910800,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 19:44:44.319200,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,-1,1,1,-1,-1,1,0,1,1,1,-1,1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1
2025-03-02 21:02:35.145100,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,0,-1,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1
2025-03-02 21:42:39.813500,0,0,1,1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,0,-1,0,0,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,0,0,-1
2025-03-02 22:42:41.747500,0,0,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,0,0,-1
2025-03-02 23:00:44.897900,0,0,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-02 23:26:37.515500,0,0,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,1,-1,0,0,0,-1,0,1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-03 00:30:00.000000,0,0,1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
2025-03-03 01:02:39.990400,0,0,1,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0
2025-03-03 01:28:39.947900,0,0,1,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0
2025-03-03 02:24:35.520900,0,0,1,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0
2025-03-03 06:26:36.700500,0,0,1,1,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0
2025-03-03 07:00:36.048300,0,0,1,1,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1
2025-03-03 09:10:45.617000,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,0,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1
2025-03-03 09:50:39.544900,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,0,-1,1,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,1,0,1,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,-1
2025-03-03 12:42:39.902400,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,-1
2025-03-03 13:50:39.741100,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1
2025-03-03 19:08:38.796400,0,0,1,1,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1
2025-03-03 19:10:43.122700,0,0,1,1,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1
2025-03-03 19:12:37.430200,0,0,1,1,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,-1,1,1,-1,-1,1,0,1,1,1,0,1,0,-1,0,1,-1,1,0,0,-1,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1
