symbol,entry_time,exit_time,side,theo_pnl,dollar_pnl
UMA-USDT-SWAP,2025-03-01 08:34:58.325800,2025-03-01 12:24:33.472600,-1,0.0022750320987680664,0.0022750320987680664
STRK-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-01 12:24:33.472600,-1,0.0018791960305314659,0.0018791960305314659
BAT-USDT-SWAP,2025-03-01 06:04:58.287500,2025-03-01 12:26:34.812200,-1,0.0023413703584229603,0.0023413703584229603
FLOKI-USDT-SWAP,2025-02-28 05:42:49.531700,2025-03-01 13:50:38.730200,1,0.0026126490952671083,0.0026126490952671083
GMX-USDT-SWAP,2025-03-01 06:10:54.626800,2025-03-01 18:20:35.718400,1,-0.0027367885284005217,-0.0027367885284005217
GAS-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-01 18:52:41.515300,1,-0.0026043586809326516,-0.0026043586809326516
MEW-USDT-SWAP,2025-02-28 14:42:51.937900,2025-03-01 19:40:41.597300,-1,0.0031920518897350994,0.0031920518897350994
ZK-USDT-SWAP,2025-03-01 13:50:38.730200,2025-03-01 20:04:42.400100,1,0.002781767087422775,0.002781767087422775
ATOM-USDT-SWAP,2025-03-01 00:51:01.501400,2025-03-01 20:24:43.279500,-1,0.0015772989948268853,0.0015772989948268853
EOS-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-01 22:12:41.050800,1,0.00033586668753072396,0.00033586668753072396
ZETA-USDT-SWAP,2025-03-01 00:08:55.187800,2025-03-02 01:46:41.199800,-1,0.003274732753555068,0.003274732753555068
BTC-USDT-SWAP,2025-03-01 20:24:43.279500,2025-03-02 03:58:34.873500,-1,-0.00027571638529644976,-0.00027571638529644976
FLOW-USDT-SWAP,2025-03-01 22:12:41.050800,2025-03-02 08:42:42.326400,1,-0.00019900867127991412,-0.00019900867127991412
LRC-USDT-SWAP,2025-03-01 19:40:41.597300,2025-03-02 08:44:37.462500,-1,0.0015839995606585777,0.0015839995606585777
BAT-USDT-SWAP,2025-03-02 01:46:41.199800,2025-03-02 09:48:38.032400,-1,0.0005835324535536715,0.0005835324535536715
BICO-USDT-SWAP,2025-02-28 23:30:00.000000,2025-03-02 13:48:39.080800,1,-0.0001391548093752082,-0.0001391548093752082
METIS-USDT-SWAP,2025-02-28 04:52:50.455300,2025-03-02 15:18:34.375800,1,0.0022379207639944138,0.0022379207639944138
BNB-USDT-SWAP,2025-03-01 12:24:33.472600,2025-03-02 15:38:40.419800,-1,-0.0028048836941117553,-0.0028048836941117553
XRP-USDT-SWAP,2025-03-02 08:44:37.462500,2025-03-02 16:16:42.029300,-1,-0.012321594575639833,-0.012321594575639833
ZRX-USDT-SWAP,2025-03-02 08:42:42.326400,2025-03-02 16:16:42.029300,1,0.002713392060649217,0.002713392060649217
ENS-USDT-SWAP,2025-03-02 15:18:34.375800,2025-03-02 16:18:36.466200,1,0.0037351782662592287,0.0037351782662592287
MASK-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-02 16:30:00.000000,-1,-0.0004574305650236199,-0.0004574305650236199
CRO-USDT-SWAP,2025-03-01 12:26:34.812200,2025-03-02 16:30:00.000000,1,0.00505224462249982,0.00505224462249982
ADA-USDT-SWAP,2025-03-02 15:38:40.419800,2025-03-02 16:30:00.000000,-1,-0.010281871704935254,-0.010281871704935254
AVAX-USDT-SWAP,2025-03-01 12:24:33.472600,2025-03-02 16:30:00.000000,1,0.006396711093440012,0.006396711093440012
BSV-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-02 16:30:40.624600,1,0.00027956388034665325,0.00027956388034665325
XRP-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-02 16:30:40.624600,-1,-0.0007282168186423521,-0.0007282168186423521
ZETA-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-02 16:30:40.624600,1,0.00027128547579299833,0.00027128547579299833
MASK-USDT-SWAP,2025-03-02 16:30:40.624600,2025-03-02 16:32:41.481100,-1,0.0,0.0
CRO-USDT-SWAP,2025-03-02 16:30:40.624600,2025-03-02 16:34:36.025000,1,0.0008609486679662104,0.0008609486679662104
STX-USDT-SWAP,2025-03-01 18:52:41.515300,2025-03-02 16:38:43.977300,1,0.005626723502159814,0.005626723502159814
PYTH-USDT-SWAP,2025-03-01 09:14:53.222300,2025-03-02 16:42:44.476000,1,0.0047003337945792575,0.0047003337945792575
CHZ-USDT-SWAP,2025-03-01 12:24:33.472600,2025-03-02 17:00:42.471900,-1,-0.0054507044808612196,-0.0054507044808612196
ICP-USDT-SWAP,2025-03-02 03:58:34.873500,2025-03-02 17:58:44.511700,-1,-0.0033619900849623033,-0.0033619900849623033
IMX-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-02 18:42:43.910800,-1,-0.003239948457421482,-0.003239948457421482
LUNC-USDT-SWAP,2025-03-01 09:32:53.867100,2025-03-02 19:44:44.319200,-1,-0.003153055443353203,-0.003153055443353203
EGLD-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-02 21:02:35.145100,-1,-0.006768812055331502,-0.006768812055331502
ETH-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-02 21:42:39.813500,1,0.006316941002826912,0.006316941002826912
CELO-USDT-SWAP,2025-03-02 18:42:43.910800,2025-03-02 22:42:41.747500,-1,-0.000450552370360964,-0.000450552370360964
FIL-USDT-SWAP,2025-02-28 20:38:58.001600,2025-03-02 23:00:44.897900,-1,-0.005507600044612863,-0.005507600044612863
DOT-USDT-SWAP,2025-03-01 09:00:00.000000,2025-03-02 23:26:37.515500,1,0.006306899435326474,0.006306899435326474
ETC-USDT-SWAP,2025-02-28 06:30:50.654700,2025-03-03 00:30:00.000000,-1,-0.0093803537245657,-0.0093803537245657
MANA-USDT-SWAP,2025-03-02 21:42:39.813500,2025-03-03 01:02:39.990400,1,-8.718864685697963e-05,-8.718864685697963e-05
CRO-USDT-SWAP,2025-03-02 17:58:44.511700,2025-03-03 01:28:39.947900,-1,-0.011112049399061921,-0.011112049399061921
ZRX-USDT-SWAP,2025-03-02 21:02:35.145100,2025-03-03 02:24:35.520900,-1,0.0032307096710737504,0.0032307096710737504
ATH-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-03 06:26:36.700500,-1,-0.001256514468700634,-0.001256514468700634
CFX-USDT-SWAP,2025-03-03 00:30:00.000000,2025-03-03 07:00:36.048300,-1,0.005089870308505384,0.005089870308505384
BCH-USDT-SWAP,2025-02-28 14:18:51.077400,2025-03-03 09:10:45.617000,-1,-0.0035747235336410638,-0.0035747235336410638
UNI-USDT-SWAP,2025-02-28 13:30:00.000000,2025-03-03 09:50:39.544900,1,0.005214732532186024,0.005214732532186024
POL-USDT-SWAP,2025-03-01 12:26:34.812200,2025-03-03 12:42:39.902400,-1,-0.0019944967314762946,-0.0019944967314762946
BSV-USDT-SWAP,2025-03-02 16:38:43.977300,2025-03-03 13:50:39.741100,1,-0.0008671926637592656,-0.0008671926637592656
MEW-USDT-SWAP,2025-03-02 17:00:42.471900,2025-03-03 19:08:38.796400,-1,0.009659587864561947,0.009659587864561947
BLUR-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-03 19:10:43.122700,1,-0.007372740605889785,-0.007372740605889785
AXS-USDT-SWAP,2025-03-02 23:26:37.515500,2025-03-03 19:12:37.430200,1,-0.007607324185200506,-0.007607324185200506
BTC-USDT-SWAP,2025-03-02 15:38:40.419800,2025-03-03 19:14:44.681300,1,-0.0007459698150425881,-0.0007459698150425881
RVN-USDT-SWAP,2025-03-02 19:44:44.319200,2025-03-03 19:20:40.301700,-1,0.008062325598197619,0.008062325598197619
SOL-USDT-SWAP,2025-03-02 16:16:42.029300,2025-03-03 19:42:45.198100,-1,0.008973855242888247,0.008973855242888247
BNB-USDT-SWAP,2025-03-02 16:42:44.476000,2025-03-03 21:20:40.576300,1,-0.005462742533178924,-0.005462742533178924
LUNC-USDT-SWAP,2025-03-03 09:10:45.617000,2025-03-03 22:02:40.545100,-1,0.00383596779362657,0.00383596779362657
ZK-USDT-SWAP,2025-03-03 01:02:39.990400,2025-03-03 22:52:40.830200,1,-0.008322173084810779,-0.008322173084810779
1INCH-USDT-SWAP,2025-02-28 00:16:52.837000,2025-03-04 01:50:41.146500,1,-0.007464169820425609,-0.007464169820425609
DOT-USDT-SWAP,2025-03-03 07:00:36.048300,2025-03-04 02:10:41.877400,-1,0.009911463968442287,0.009911463968442287
MANA-USDT-SWAP,2025-03-03 09:50:39.544900,2025-03-04 05:22:50.236400,1,-0.004689232331499121,-0.004689232331499121
CELO-USDT-SWAP,2025-03-03 06:26:36.700500,2025-03-04 08:58:46.769900,-1,0.008508250381913565,0.008508250381913565
CRO-USDT-SWAP,2025-03-03 02:24:35.520900,2025-03-04 09:24:46.583600,-1,0.017782079980227065,0.017782079980227065
SHIB-USDT-SWAP,2025-03-01 01:40:55.496600,2025-03-04 09:54:51.807300,1,-0.0053001592903207245,-0.0053001592903207245
RON-USDT-SWAP,2025-03-04 09:24:46.583600,2025-03-04 14:02:53.531000,-1,0.0017044520938955254,0.0017044520938955254
NEAR-USDT-SWAP,2025-03-01 07:00:00.000000,2025-03-04 14:26:52.549300,-1,0.006707382145641719,0.006707382145641719
GAS-USDT-SWAP,2025-03-04 02:10:41.877400,2025-03-04 14:38:46.633900,-1,-0.001789270588883042,-0.001789270588883042
ENS-USDT-SWAP,2025-03-04 01:50:41.146500,2025-03-04 15:42:52.579600,1,0.003226083736841995,0.003226083736841995
STORJ-USDT-SWAP,2025-03-03 19:10:43.122700,2025-03-04 16:30:00.000000,1,-0.004226693666866781,-0.004226693666866781
STX-USDT-SWAP,2025-03-03 19:12:37.430200,2025-03-04 20:00:50.486800,1,-0.0021246511413159294,-0.0021246511413159294
ZIL-USDT-SWAP,2025-03-04 14:38:46.633900,2025-03-04 21:28:50.809400,-1,-0.0015936752767565232,-0.0015936752767565232
APT-USDT-SWAP,2025-03-01 12:24:33.472600,2025-03-04 21:56:45.095000,-1,0.010079759814938041,0.010079759814938041
ZRX-USDT-SWAP,2025-03-03 19:14:44.681300,2025-03-04 22:44:53.245300,1,0.0017558675217528158,0.0017558675217528158
EOS-USDT-SWAP,2025-03-02 09:48:38.032400,2025-03-04 23:02:46.381600,-1,0.0027294340676096845,0.0027294340676096845
LRC-USDT-SWAP,2025-03-04 14:26:52.549300,2025-03-05 00:00:51.828000,-1,-0.0025232335852834326,-0.0025232335852834326
ZETA-USDT-SWAP,2025-03-02 16:34:36.025000,2025-03-05 01:30:51.388500,1,-0.009198997124305927,-0.009198997124305927
FLOW-USDT-SWAP,2025-03-04 20:00:50.486800,2025-03-05 02:22:52.719200,1,0.00102079316670136,0.00102079316670136
UNI-USDT-SWAP,2025-03-04 09:54:51.807300,2025-03-05 05:28:47.258200,1,0.004389150285995458,0.004389150285995458
KSM-USDT-SWAP,2025-03-02 13:48:39.080800,2025-03-05 07:04:54.899700,1,-0.0033268590757281613,-0.0033268590757281613
ZK-USDT-SWAP,2025-03-04 15:42:52.579600,2025-03-05 07:54:46.417700,1,0.0028388051497156494,0.0028388051497156494
YFI-USDT-SWAP,2025-03-03 22:02:40.545100,2025-03-05 10:18:48.427200,-1,-0.0006272236652863153,-0.0006272236652863153
AVAX-USDT-SWAP,2025-03-04 22:44:53.245300,2025-03-05 10:52:48.920000,1,0.0030313349446562388,0.0030313349446562388
ZIL-USDT-SWAP,2025-03-05 07:04:54.899700,2025-03-05 12:58:50.321600,1,0.002262336366151571,0.002262336366151571
AXS-USDT-SWAP,2025-03-05 05:28:47.258200,2025-03-05 13:20:56.409800,1,0.002703261325431368,0.002703261325431368
STX-USDT-SWAP,2025-03-05 01:30:51.388500,2025-03-05 17:20:53.615500,1,0.002509007523140483,0.002509007523140483
EGLD-USDT-SWAP,2025-03-02 22:42:41.747500,2025-03-05 17:46:56.251600,-1,0.007322131708100997,0.007322131708100997
CHZ-USDT-SWAP,2025-03-04 08:58:46.769900,2025-03-05 20:32:49.905600,-1,-0.003966767942451752,-0.003966767942451752
DOT-USDT-SWAP,2025-03-05 12:58:50.321600,2025-03-05 21:58:54.139000,1,0.0020479672541872107,0.0020479672541872107
ICP-USDT-SWAP,2025-03-05 21:58:54.139000,2025-03-05 22:56:50.875600,1,0.0011462653895708275,0.0011462653895708275
ETH-USDT-SWAP,2025-03-05 00:00:51.828000,2025-03-06 00:44:49.528200,-1,-0.002112542835000876,-0.002112542835000876
ENS-USDT-SWAP,2025-03-05 17:20:53.615500,2025-03-06 00:46:54.560600,1,0.0024054611379365626,0.0024054611379365626
BCH-USDT-SWAP,2025-03-03 19:08:38.796400,2025-03-06 01:48:51.832300,-1,-0.01240270923123072,-0.01240270923123072
XRP-USDT-SWAP,2025-03-02 16:32:41.481100,2025-03-06 02:26:49.700400,-1,0.005389155962720674,0.005389155962720674
OP-USDT-SWAP,2025-03-05 02:22:52.719200,2025-03-06 05:22:57.969500,1,0.006390889275225672,0.006390889275225672
IMX-USDT-SWAP,2025-03-06 00:44:49.528200,2025-03-06 08:54:48.719600,-1,0.0012509796117293887,0.0012509796117293887
ATOM-USDT-SWAP,2025-03-02 16:18:36.466200,2025-03-06 09:46:57.621200,1,-0.00200046715100978,-0.00200046715100978
ZIL-USDT-SWAP,2025-03-06 00:46:54.560600,2025-03-06 10:14:55.427600,1,0.0002562167098658294,0.0002562167098658294
MASK-USDT-SWAP,2025-03-03 19:20:40.301700,2025-03-06 10:18:55.342200,-1,0.002223686837578266,0.002223686837578266
MINA-USDT-SWAP,2025-03-01 20:04:42.400100,2025-03-06 10:18:55.342200,1,-0.0001476897162969934,-0.0001476897162969934
GRT-USDT-SWAP,2025-02-28 15:58:57.819500,2025-03-06 10:26:55.323200,1,-0.01162017400407793,-0.01162017400407793
ATH-USDT-SWAP,2025-03-04 23:02:46.381600,2025-03-06 14:04:14.704500,-1,0.005336541127816799,0.005336541127816799
CORE-USDT-SWAP,2025-03-02 23:00:44.897900,2025-03-06 16:29:28.752100,-1,0.0074113191760867975,0.0074113191760867975
RVN-USDT-SWAP,2025-03-05 20:32:49.905600,2025-03-06 16:41:28.983200,-1,0.0022993372509691537,0.0022993372509691537
SHIB-USDT-SWAP,2025-03-05 22:56:50.875600,2025-03-06 19:01:27.250200,1,-0.00041820664031901045,-0.00041820664031901045
ZK-USDT-SWAP,2025-03-05 13:20:56.409800,2025-03-06 22:45:26.234400,1,0.00022616587684274464,0.00022616587684274464
ETHW-USDT-SWAP,2025-03-04 21:56:45.095000,2025-03-06 22:51:27.492300,-1,0.0018660169847073763,0.0018660169847073763
ADA-USDT-SWAP,2025-03-02 16:30:40.624600,2025-03-07 00:19:35.120400,-1,0.008524501466860304,0.008524501466860304
BNB-USDT-SWAP,2025-03-06 10:26:55.323200,2025-03-07 00:23:34.842600,1,-0.001695202675712,-0.001695202675712
OP-USDT-SWAP,2025-03-06 22:45:26.234400,2025-03-07 02:01:31.620900,1,0.00019614700785307998,0.00019614700785307998
CHZ-USDT-SWAP,2025-03-06 14:04:14.704500,2025-03-07 04:17:39.562100,-1,0.003397347238840817,0.003397347238840817
ID-USDT-SWAP,2025-03-01 18:20:35.718400,2025-03-07 04:59:37.812900,1,-0.006767132598798249,-0.006767132598798249
BAT-USDT-SWAP,2025-03-06 22:51:27.492300,2025-03-07 07:30:00.000000,-1,0.0007071839088114151,0.0007071839088114151
LUNC-USDT-SWAP,2025-03-06 10:14:55.427600,2025-03-07 11:21:38.219000,1,0.0003292054975100253,0.0003292054975100253
AXS-USDT-SWAP,2025-03-06 16:41:28.983200,2025-03-07 17:00:00.000000,-1,-2.446824729475383e-05,-2.446824729475383e-05
CFX-USDT-SWAP,2025-03-03 21:20:40.576300,2025-03-07 18:00:00.000000,1,0.0031184441220809198,0.0031184441220809198
ZRX-USDT-SWAP,2025-03-06 19:01:27.250200,2025-03-07 18:49:40.640800,1,0.002900908892997364,0.002900908892997364
SOL-USDT-SWAP,2025-03-07 00:23:34.842600,2025-03-07 18:53:37.829400,1,0.004494503538351513,0.004494503538351513
MASK-USDT-SWAP,2025-03-07 00:19:35.120400,2025-03-07 19:00:00.000000,-1,-3.680392908457508e-05,-3.680392908457508e-05
THETA-USDT-SWAP,2025-03-04 05:22:50.236400,2025-03-07 19:00:00.000000,1,0.004248228345596995,0.004248228345596995
ETH-USDT-SWAP,2025-03-07 19:00:00.000000,2025-03-07 19:01:41.131800,1,6.235990377781442e-05,6.235990377781442e-05
THETA-USDT-SWAP,2025-03-07 19:01:41.131800,2025-03-08 00:11:51.031800,1,-0.0028059423140140635,-0.0028059423140140635
ETHW-USDT-SWAP,2025-03-07 07:30:00.000000,2025-03-08 05:17:52.479500,-1,0.0036054521589404323,0.0036054521589404323
1INCH-USDT-SWAP,2025-03-07 18:53:37.829400,2025-03-08 12:03:52.535000,1,-0.0022290920975841164,-0.0022290920975841164
AVAX-USDT-SWAP,2025-03-07 02:01:31.620900,2025-03-08 14:20:26.391800,1,0.0010329033607332436,0.0010329033607332436
POL-USDT-SWAP,2025-03-05 07:54:46.417700,2025-03-08 14:24:28.449400,1,-0.002790894746478527,-0.002790894746478527
BAT-USDT-SWAP,2025-03-07 17:00:00.000000,2025-03-08 15:32:30.061800,-1,0.00062761167151279,0.00062761167151279
ZIL-USDT-SWAP,2025-03-06 16:29:28.752100,2025-03-08 18:14:26.769700,-1,0.001389511296101674,0.001389511296101674
UNI-USDT-SWAP,2025-03-06 09:46:57.621200,2025-03-08 18:58:24.334400,1,-0.0018007152608935997,-0.0018007152608935997
FLOW-USDT-SWAP,2025-03-05 10:52:48.920000,2025-03-08 20:02:23.001600,1,-0.0003256863992886633,-0.0003256863992886633
GMX-USDT-SWAP,2025-03-03 13:50:39.741100,2025-03-08 20:34:30.231500,1,-0.009957600137208873,-0.009957600137208873
BTC-USDT-SWAP,2025-03-06 10:14:55.427600,2025-03-08 23:16:25.736800,1,-0.003162987444157432,-0.003162987444157432
MANA-USDT-SWAP,2025-03-04 14:02:53.531000,2025-03-08 23:18:30.742500,-1,-0.0016839533410917332,-0.0016839533410917332
TON-USDT-SWAP,2025-03-01 02:22:57.145600,2025-03-09 02:30:00.000000,1,-0.0042798625038909105,-0.0042798625038909105
ENS-USDT-SWAP,2025-03-09 02:30:00.000000,2025-03-09 02:32:28.373000,1,-0.0001259382398871578,-0.0001259382398871578
TON-USDT-SWAP,2025-03-09 02:32:28.373000,2025-03-09 02:42:30.725000,1,-0.00014884561599317475,-0.00014884561599317475
DOT-USDT-SWAP,2025-03-08 23:16:25.736800,2025-03-09 03:00:00.000000,1,-0.00017093277423728404,-0.00017093277423728404
ZRX-USDT-SWAP,2025-03-09 03:00:00.000000,2025-03-09 03:02:31.041000,1,-2.3710166919571618e-05,-2.3710166919571618e-05
DOT-USDT-SWAP,2025-03-09 03:02:31.041000,2025-03-09 03:12:22.557000,1,0.0007550778139270853,0.0007550778139270853
OP-USDT-SWAP,2025-03-08 20:02:23.001600,2025-03-09 06:32:23.935500,1,-0.0006189129320507275,-0.0006189129320507275
METIS-USDT-SWAP,2025-03-03 22:52:40.830200,2025-03-09 08:24:26.614400,1,-0.0023032502494557544,-0.0023032502494557544
LUNC-USDT-SWAP,2025-03-07 19:00:00.000000,2025-03-09 09:18:29.240100,-1,0.004200029275529399,0.004200029275529399
PYTH-USDT-SWAP,2025-03-07 18:00:00.000000,2025-03-09 09:28:24.681200,1,-0.0037943172865109176,-0.0037943172865109176
KSM-USDT-SWAP,2025-03-08 12:03:52.535000,2025-03-09 11:38:30.002400,1,0.00028260029014615107,0.00028260029014615107
BSV-USDT-SWAP,2025-03-03 19:42:45.198100,2025-03-09 12:14:28.316000,-1,0.00010213566725397055,0.00010213566725397055
NEAR-USDT-SWAP,2025-03-06 10:18:55.342200,2025-03-09 13:44:27.144600,-1,0.0056762242318700515,0.0056762242318700515
WOO-USDT-SWAP,2025-03-06 08:54:48.719600,2025-03-09 16:56:36.663300,-1,0.012375232012176454,0.012375232012176454
SHIB-USDT-SWAP,2025-03-08 18:58:24.334400,2025-03-09 17:54:38.527600,1,-0.005683026046192252,-0.005683026046192252
FIL-USDT-SWAP,2025-03-08 18:14:26.769700,2025-03-09 18:30:00.000000,-1,0.006182221847432501,0.006182221847432501
BAT-USDT-SWAP,2025-03-09 18:30:00.000000,2025-03-09 18:32:31.720400,-1,-0.00016869095816464397,-0.00016869095816464397
FIL-USDT-SWAP,2025-03-09 18:32:31.720400,2025-03-09 18:42:33.575900,-1,0.0008906485775847656,0.0008906485775847656
CELO-USDT-SWAP,2025-03-04 21:28:50.809400,2025-03-10 01:34:42.494100,-1,0.006253879559955024,0.006253879559955024
ETC-USDT-SWAP,2025-03-03 12:42:39.902400,2025-03-10 04:22:39.133400,-1,0.005231803159783166,0.005231803159783166
IMX-USDT-SWAP,2025-03-07 11:21:38.219000,2025-03-10 05:50:37.663900,1,-0.007353801986008254,-0.007353801986008254
1INCH-USDT-SWAP,2025-03-08 15:32:30.061800,2025-03-10 07:32:37.567600,-1,0.003953145309391962,0.003953145309391962
APT-USDT-SWAP,2025-03-05 17:46:56.251600,2025-03-10 08:30:00.000000,-1,0.005701577891038263,0.005701577891038263
ZIL-USDT-SWAP,2025-03-10 08:30:00.000000,2025-03-10 08:32:34.683200,-1,0.00015836148648648574,0.00015836148648648574
APT-USDT-SWAP,2025-03-10 08:32:34.683200,2025-03-10 08:42:28.787600,-1,0.0003081374406188678,0.0003081374406188678
ATOM-USDT-SWAP,2025-03-08 14:20:26.391800,2025-03-10 10:28:39.477300,1,-0.003086279856222021,-0.003086279856222021
FLOKI-USDT-SWAP,2025-03-09 06:32:23.935500,2025-03-10 14:14:37.609400,1,-0.004543280889404665,-0.004543280889404665
XTZ-USDT-SWAP,2025-03-03 01:28:39.947900,2025-03-10 15:22:42.217100,-1,0.0101909796983361,0.0101909796983361
BICO-USDT-SWAP,2025-03-04 16:30:00.000000,2025-03-10 16:26:45.126400,1,-0.003710748367258175,-0.003710748367258175
ETHW-USDT-SWAP,2025-03-09 11:38:30.002400,2025-03-10 16:50:45.000000,1,-0.0015691722426278212,-0.0015691722426278212
ARB-USDT-SWAP,2025-03-05 10:18:48.427200,2025-03-10 17:12:47.784100,-1,0.009693991022647959,0.009693991022647959
EGLD-USDT-SWAP,2025-03-07 04:59:37.812900,2025-03-10 18:08:45.383800,1,-0.004825950840344935,-0.004825950840344935
BLUR-USDT-SWAP,2025-03-07 04:17:39.562100,2025-03-10 20:32:52.183300,-1,0.015331369879051177,0.015331369879051177
EOS-USDT-SWAP,2025-03-10 10:28:39.477300,2025-03-11 00:30:00.000000,1,-0.0043884517059332925,-0.0043884517059332925
1INCH-USDT-SWAP,2025-03-11 00:30:00.000000,2025-03-11 00:32:40.708400,1,0.0,0.0
EOS-USDT-SWAP,2025-03-11 00:32:40.708400,2025-03-11 00:42:38.448100,1,0.0,0.0
IMX-USDT-SWAP,2025-03-10 17:12:47.784100,2025-03-11 00:48:52.214700,-1,0.0029690403815447394,0.0029690403815447394
