2025-01-22T04:22:33.967903+00:00;2538.66763626;2538.66763626;0
2025-01-22T04:30:30.277514+00:00;1125.78456236;2542.28185808;3.073270289999755
2025-01-22T04:40:34.437804+00:00;1135.47384819;2545.34469154;6.136103750000302
2025-01-22T04:50:29.457172+00:00;1131.57667819;2546.82714164;7.618553850000126
2025-01-22T05:00:37.819375+00:00;1116.93475551;2537.9513208;-1.2572669899996072
2025-01-22T05:10:29.489402+00:00;1107.09385603;2530.37131622;-8.83727156999953
2025-01-22T05:20:35.956383+00:00;1114.18197249;2531.57740457;-7.631183220000366
2025-01-22T05:30:34.225817+00:00;1116.16312202;2528.73687946;-10.471708329999501
2025-01-22T05:40:35.224614+00:00;1099.42834327;2518.70727512;-20.50131267000029
2025-01-22T05:50:28.897378+00:00;1100.81718228;2518.98131106;-20.334000299999843
2025-01-22T06:00:34.613638+00:00;1118.63805651;2528.82941469;-10.379173099999889
2025-01-22T06:10:37.068470+00:00;1102.98504437;2522.58371102;-16.624876769999673
2025-01-22T06:20:32.349682+00:00;1110.62306515;2531.22707835;-7.981509440000082
2025-01-22T06:30:31.770008+00:00;1121.77887823;2534.24829527;-4.960292519999484
2025-01-22T06:40:36.494486+00:00;1124.86805195;2537.02171988;-2.1868679100002737
2025-01-22T06:50:32.199718+00:00;1104.80075938;2522.0602862;-17.148301590000074
2025-01-22T07:00:38.489754+00:00;1090.35512004;2511.28843034;-27.92015744999958
2025-01-22T07:10:29.992560+00:00;1076.78852581;2498.86164664;-40.25781360999986
2025-01-22T07:20:30.562720+00:00;1074.04534498;2493.17444827;-46.03413952000028
2025-01-22T07:30:38.683408+00:00;1075.8040847;2493.27828135;-45.72980802999973
2025-01-22T07:40:30.995233+00:00;1061.38070862;2477.37125171;-61.837336079999886
2025-01-22T07:50:30.505334+00:00;1076.90485238;2489.83675946;-49.37182832999997
2025-01-22T08:00:38.086110+00:00;1072.83367416;2484.2529559;-54.96069449999982
2025-01-22T08:10:35.626788+00:00;1076.72346629;2485.59752811;-53.61612229000002
2025-01-22T08:20:35.980364+00:00;1097.69762588;2496.54422849;-42.669421910000665
2025-01-22T08:30:30.551702+00:00;1101.48746133;2499.96421365;-39.249436750000086
2025-01-22T08:40:29.889881+00:00;1111.35812733;2509.59484645;-29.61880395000003
2025-01-22T08:50:29.116091+00:00;1111.39873706;2514.20894649;-25.004703909999762
2025-01-22T09:00:29.464489+00:00;1112.23219303;2514.6705199;-24.54313049999996
